alpha,c_l,c_d,c_m,converged
25.3,15.48,0.0504,-2.76,0.0
25.3,15.98,0.06305,-2.854,0.0
25.31,16.61,0.06226,-2.96,0.0
25.31,15.87,0.0503,-2.826,0.0
25.33,16.62,0.05722,-2.945,0.0
25.34,15.71,0.04913,-2.797,0.0
25.34,17.14,0.0643,-3.06,0.0
25.36,15.88,0.0631,-2.85,0.0
25.38,22.1,0.04883,-3.87,0.0
25.38,17.72,0.05164,-3.139,0.0
25.39,16.66,0.04904,-2.957,0.0
25.4,17.95,0.02446,-3.129,0.0
25.4,16.36,0.05032,-2.91,0.0
25.42,19.22,0.0304,-3.342,0.0
25.44,17.48,0.05685,-3.094,0.0
25.44,18.05,0.04318,-3.184,0.0
25.45,16.8,0.04626,-2.982,0.0
25.45,16.28,0.04645,-2.896,0.0
25.47,17.34,0.04962,-3.074,0.0
25.48,18.7,0.05045,-3.291,0.0
25.48,14.02,0.08405,-2.547,0.0
25.5,15.1,0.05673,-2.701,0.0
25.52,22.86,0.04553,-3.998,0.0
25.52,17.11,0.06287,-3.06,0.0
25.53,13.055,0.05908,-2.373,0.0
25.55,17.36,0.0644,-3.113,0.0
25.55,19.84,0.0494,-3.484,0.0
25.56,17.45,0.0526,-3.105,0.0
25.56,17.61,0.04645,-3.123,0.0
25.58,21.53,0.05173,-3.787,0.0
25.6,17.23,0.0486,-3.064,0.0
25.6,13.73,0.05936,-2.49,0.0
25.61,13.875,0.05804,-2.516,0.0
25.62,14.54,0.0663,-2.627,0.0
25.62,16.6,0.0647,-2.986,0.0
25.64,19.8,0.0512,-3.496,0.0
25.66,16.73,0.04993,-2.97,0.0
25.66,14.89,0.02637,-2.646,0.0
25.67,14.62,0.0802,-2.654,0.0
25.69,21.11,0.05142,-3.717,0.0
25.69,17.94,0.06168,-3.191,0.0
25.7,17.58,0.04663,-3.127,0.0
25.7,18.97,0.0684,-3.408,0.0
25.72,18.33,0.05374,-3.266,0.0
25.73,21.27,0.0451,-3.732,0.0
25.73,18.14,0.05847,-3.242,0.0
25.75,13.06,0.04617,-2.371,0.0
25.77,19.66,0.0496,-3.469,0.0
25.77,20.55,0.04764,-3.62,0.0
25.78,23.73,0.04398,-4.168,0.0
25.8,19.08,0.05548,-3.396,0.0
25.8,18.92,0.05197,-3.36,0.0
25.81,21.7,0.03653,-3.8,0.0
25.81,21.64,0.05203,-3.826,0.0
25.83,16.34,0.06207,-2.947,0.0
25.84,17.94,0.0521,-3.195,0.0
25.84,22.97,0.04932,-4.043,0.0
25.86,21.5,0.049,-3.791,0.0
25.88,23.23,0.0436,-4.082,0.0
25.88,20.62,0.0469,-3.643,0.0
25.89,20.98,0.04868,-3.703,0.0
25.9,22.86,0.04672,-4.02,0.0
25.9,19.53,0.05264,-3.477,0.0
25.92,21.5,0.04788,-3.791,0.0
25.94,22.97,0.0457,-4.043,0.0
25.94,23.7,0.0477,-4.176,0.0
25.95,22.36,0.0429,-3.93,0.0
25.95,19.36,0.05228,-3.453,0.0
25.97,21.56,0.0498,-3.814,0.0
25.98,19.56,0.04904,-3.475,0.0
25.98,22.23,0.04486,-3.914,0.0
26.0,22.77,0.04044,-4.004,0.0
26.02,22.3,0.042,-3.92,0.0
26.02,21.81,0.0388,-3.836,0.0
26.03,20.12,0.0524,-3.584,0.0
26.05,24.83,0.0455,-4.387,0.0
26.05,19.19,0.05222,-3.426,0.0
26.06,17.67,0.05185,-3.16,0.0
26.06,22.95,0.04584,-4.04,0.0
26.08,20.02,0.0496,-3.56,0.0
26.1,18.45,0.03412,-3.28,0.0
26.1,21.81,0.0404,-3.844,0.0
26.11,23.84,0.04523,-4.203,0.0
26.12,25.2,0.0466,-4.457,0.0
26.12,21.0,0.04877,-3.729,0.0
26.14,23.5,0.04742,-4.15,0.0
26.16,23.4,0.0493,-4.14,0.0
26.16,19.34,0.0516,-3.457,0.0
26.17,22.61,0.04694,-3.984,0.0
26.19,15.984,0.0729,-2.904,0.0
26.19,17.05,0.0763,-3.092,0.0
26.2,19.28,0.0462,-3.428,0.0
26.2,21.98,0.04623,-3.89,0.0
26.22,18.12,0.06964,-3.277,0.0
26.23,23.3,0.04663,-4.117,0.0
26.23,21.02,0.03632,-3.719,0.0
26.25,22.34,0.04962,-3.96,0.0
26.27,19.14,0.0527,-3.43,0.0
26.27,22.34,0.0425,-3.938,0.0
26.28,21.55,0.03815,-3.812,0.0
26.3,21.45,0.0352,-3.791,0.0
26.3,22.81,0.04904,-4.035,0.0
26.31,20.9,0.0472,-3.717,0.0
26.31,22.39,0.05392,-3.967,0.0
26.33,18.05,0.06396,-3.254,0.0
26.34,21.36,0.04376,-3.78,0.0
26.34,20.55,0.0283,-3.639,0.0
26.36,23.1,0.04578,-4.09,0.0
26.38,22.94,0.0476,-4.066,0.0
26.38,24.95,0.03757,-4.418,0.0
26.39,21.38,0.02144,-3.764,0.0
26.4,21.08,0.03687,-3.738,0.0
26.4,23.66,0.0462,-4.184,0.0
26.42,21.88,0.03833,-3.871,0.0
26.44,23.5,0.0441,-4.15,0.0
26.44,22.77,0.04813,-4.04,0.0
26.45,21.77,0.0401,-3.857,0.0
26.45,23.73,0.04456,-4.19,0.0
26.47,22.47,0.0483,-3.992,0.0
26.48,21.38,0.02994,-3.79,0.0
26.48,23.52,0.04562,-4.16,0.0
26.5,23.89,0.04398,-4.22,0.0
26.52,23.08,0.03558,-4.074,0.0
26.52,22.12,0.04825,-3.922,0.0
26.53,24.67,0.0424,-4.363,0.0
26.55,23.6,0.03503,-4.164,0.0
26.55,21.56,0.02425,-3.809,0.0
26.56,19.62,0.06274,-3.547,0.0
26.56,22.28,0.04733,-3.965,0.0
26.58,23.53,0.03674,-4.164,0.0
26.6,22.48,0.03128,-3.979,0.0
26.6,23.05,0.03427,-4.07,0.0
26.61,22.2,0.03775,-3.94,0.0
26.62,23.56,0.03806,-4.156,0.0
26.62,23.03,0.0367,-4.08,0.0
26.64,22.0,0.04532,-3.916,0.0
26.66,25.23,0.03967,-4.477,0.0
26.66,18.02,0.03894,-3.24,0.0
26.67,24.6,0.04205,-4.36,0.0
26.69,23.16,0.04514,-4.12,0.0
26.69,25.17,0.03854,-4.47,0.0
26.7,27.58,0.04443,-4.95,0.0
26.7,26.02,0.04456,-4.625,0.0
26.72,24.11,0.04047,-4.273,0.0
26.73,23.12,0.04504,-4.113,0.0
26.73,24.48,0.0431,-4.344,0.0
26.75,26.97,0.0434,-4.824,0.0
26.77,25.4,0.0406,-4.508,0.0
26.77,24.25,0.03397,-4.297,0.0
26.78,25.97,0.0431,-4.62,0.0
26.8,24.44,0.0379,-4.332,0.0
26.8,24.9,0.04123,-4.42,0.0
26.81,24.8,0.0365,-4.4,0.0
26.81,25.11,0.0418,-4.46,0.0
26.83,21.53,0.0664,-3.883,0.0
26.84,23.19,0.02974,-4.113,0.0
26.84,23.11,0.02728,-4.094,0.0
26.86,24.9,0.02792,-4.418,0.0
26.88,24.06,0.0317,-4.26,0.0
26.88,23.34,0.03177,-4.14,0.0
26.89,24.62,0.04504,-4.38,0.0
26.9,25.33,0.0425,-4.504,0.0
26.9,25.75,0.03108,-4.59,0.0
26.92,24.56,0.0425,-4.363,0.0
26.94,24.84,0.04468,-4.414,0.0
26.94,26.05,0.0409,-4.64,0.0
26.95,24.61,0.04367,-4.363,0.0
26.95,23.81,0.03372,-4.23,0.0
26.97,25.9,0.0395,-4.617,0.0
26.98,21.16,0.05994,-3.82,0.0
26.98,24.78,0.0331,-4.402,0.0
27.0,26.64,0.03632,-4.76,0.0
27.02,24.03,0.03387,-4.27,0.0
27.02,24.11,0.03296,-4.28,0.0
27.03,21.95,0.0442,-3.94,0.0
27.05,24.61,0.03546,-4.37,0.0
27.05,24.33,0.03123,-4.32,0.0
27.06,26.94,0.04083,-4.832,0.0
27.06,25.45,0.04245,-4.53,0.0
27.08,24.34,0.03055,-4.324,0.0
27.1,25.05,0.0327,-4.453,0.0
27.1,25.64,0.04108,-4.566,0.0
27.11,24.58,0.0342,-4.367,0.0
27.12,24.9,0.0404,-4.43,0.0
27.12,24.62,0.0321,-4.38,0.0
27.14,26.75,0.0394,-4.79,0.0
27.16,25.61,0.04153,-4.56,0.0
27.16,24.8,0.03296,-4.41,0.0
27.17,25.7,0.04263,-4.582,0.0
27.19,27.02,0.03152,-4.855,0.0
27.19,26.17,0.0401,-4.67,0.0
27.2,26.3,0.0413,-4.703,0.0
27.2,24.9,0.02919,-4.434,0.0
27.22,25.45,0.02832,-4.535,0.0
27.23,25.05,0.02505,-4.457,0.0
27.23,24.81,0.0322,-4.418,0.0
27.25,26.7,0.03973,-4.79,0.0
27.27,25.34,0.03983,-4.516,0.0
27.27,25.27,0.02927,-4.5,0.0
27.28,27.5,0.04126,-4.945,0.0
27.3,26.12,0.02661,-4.668,0.0
27.3,25.5,0.03265,-4.543,0.0
27.31,25.53,0.03357,-4.55,0.0
27.31,25.55,0.0368,-4.555,0.0
27.33,29.1,0.0412,-5.29,0.0
27.34,25.52,0.02153,-4.55,0.0
27.34,25.69,0.03195,-4.582,0.0
27.36,26.02,0.04065,-4.645,0.0
27.38,25.7,0.02783,-4.586,0.0
27.38,26.36,0.04245,-4.71,0.0
27.39,25.81,0.02983,-4.61,0.0
27.4,26.95,0.02856,-4.844,0.0
27.4,26.25,0.02913,-4.695,0.0
27.42,27.08,0.03995,-4.86,0.0
27.44,27.73,0.03867,-5.0,0.0
27.44,26.2,0.02333,-4.69,0.0
27.45,26.14,0.0286,-4.676,0.0
27.45,26.94,0.0299,-4.836,0.0
27.47,26.5,0.02605,-4.746,0.0
27.48,26.22,0.0261,-4.69,0.0
27.48,26.25,0.0296,-4.695,0.0
27.5,26.36,0.02798,-4.72,0.0
27.52,26.36,0.02437,-4.72,0.0
27.52,26.88,0.02293,-4.83,0.0
27.53,26.42,0.0246,-4.734,0.0
27.55,28.05,0.0382,-5.066,0.0
27.55,28.03,0.03915,-5.06,0.0
27.56,26.62,0.032,-4.773,0.0
27.56,26.73,0.03348,-4.793,0.0
27.58,26.7,0.02786,-4.79,0.0
27.6,27.75,0.03717,-5.004,0.0
27.6,27.83,0.03723,-5.02,0.0
27.61,27.08,0.03784,-4.863,0.0
27.62,28.55,0.03973,-5.168,0.0
27.62,26.94,0.02528,-4.84,0.0
27.64,28.62,0.0363,-5.2,0.0
27.66,28.44,0.0459,-5.14,0.0
27.66,26.03,0.0496,-4.67,0.0
27.67,27.16,0.03084,-4.883,0.0
27.69,27.28,0.02779,-4.906,0.0
27.69,27.61,0.03836,-4.97,0.0
27.7,26.05,0.03738,-4.66,0.0
27.7,27.31,0.02838,-4.918,0.0
27.72,27.47,0.0326,-4.95,0.0
27.73,29.62,0.0354,-5.426,0.0
27.73,27.52,0.02939,-4.957,0.0
27.75,27.78,0.02841,-5.02,0.0
27.77,28.16,0.02742,-5.098,0.0
27.77,28.03,0.02277,-5.08,0.0
27.78,28.03,0.02788,-5.07,0.0
27.8,27.66,0.02318,-4.992,0.0
27.8,27.7,0.02077,-5.004,0.0
27.81,29.28,0.03693,-5.336,0.0
27.81,30.27,0.03714,-5.566,0.0
27.83,28.55,0.03632,-5.18,0.0
27.84,31.28,0.03473,-5.82,0.0
27.84,27.95,0.02719,-5.06,0.0
27.86,28.08,0.02902,-5.082,0.0
27.88,28.7,0.03754,-5.207,0.0
27.88,29.25,0.03955,-5.33,0.0
27.89,28.08,0.0238,-5.086,0.0
27.9,28.27,0.02719,-5.12,0.0
27.9,28.3,0.0301,-5.13,0.0
27.92,28.42,0.02034,-5.16,0.0
27.94,28.4,0.02557,-5.152,0.0
27.94,28.4,0.02393,-5.156,0.0
27.95,28.44,0.02328,-5.164,0.0
27.95,29.11,0.02649,-5.31,0.0
27.97,28.86,0.02216,-5.258,0.0
27.98,27.88,0.04968,-5.02,0.0
27.98,29.5,0.02306,-5.402,0.0
28.0,28.92,0.02608,-5.27,0.0
28.02,28.5,0.01398,-5.184,0.0
28.02,28.83,0.02234,-5.246,0.0
28.03,30.1,0.03506,-5.527,0.0
28.05,29.9,0.02719,-5.492,0.0
28.05,27.83,0.04764,-5.016,0.0
28.06,28.16,0.04346,-5.086,0.0
28.06,28.69,0.04428,-5.188,0.0
28.08,27.05,0.01199,-4.88,0.0
28.1,29.3,0.0315,-5.34,0.0
28.1,28.1,0.03867,-5.074,0.0
28.11,30.52,0.0301,-5.617,0.0
28.12,30.02,0.02628,-5.516,0.0
28.12,29.3,0.02141,-5.35,0.0
28.14,29.48,0.0347,-5.387,0.0
28.16,31.02,0.0358,-5.74,0.0
28.16,29.38,0.01805,-5.37,0.0
28.17,27.1,0.04388,-4.88,0.0
28.19,27.23,0.0459,-4.91,0.0
28.19,30.55,0.02153,-5.64,0.0
28.2,28.56,0.04803,-5.164,0.0
28.2,27.88,0.02737,-5.035,0.0
28.22,29.0,0.0473,-5.25,0.0
28.23,32.22,0.03696,-6.0,0.0
28.23,29.9,0.02701,-5.484,0.0
28.25,29.9,0.02565,-5.484,0.0
28.27,27.78,0.0408,-5.016,0.0
28.27,28.92,0.0491,-5.24,0.0
28.28,28.36,0.03757,-5.137,0.0
28.3,28.61,0.02373,-5.195,0.0
28.3,30.95,0.03592,-5.72,0.0
28.31,30.42,0.02686,-5.6,0.0
28.31,28.56,0.04666,-5.164,0.0
28.33,30.4,0.0322,-5.594,0.0
28.34,28.94,0.0426,-5.246,0.0
28.34,30.81,0.03232,-5.684,0.0
28.36,29.5,0.04062,-5.375,0.0
28.38,29.16,0.04752,-5.285,0.0
28.38,28.42,0.0402,-5.15,0.0
28.39,30.72,0.02296,-5.664,0.0
28.4,30.77,0.03464,-5.67,0.0
28.4,29.52,0.04764,-5.36,0.0
28.42,29.27,0.04785,-5.31,0.0
28.44,30.2,0.01843,-5.58,0.0
28.44,28.81,0.04346,-5.223,0.0
28.45,30.61,0.0475,-5.594,0.0
28.45,30.16,0.04858,-5.492,0.0
28.47,31.67,0.0296,-5.89,0.0
28.48,31.05,0.02461,-5.742,0.0
28.48,30.17,0.04773,-5.5,0.0
28.5,31.14,0.02594,-5.76,0.0
28.52,31.45,0.02092,-5.844,0.0
28.52,29.61,0.04645,-5.38,0.0
28.53,30.47,0.04675,-5.566,0.0
28.55,31.73,0.04532,-5.86,0.0
28.55,31.39,0.02316,-5.82,0.0
28.56,31.38,0.0344,-5.816,0.0
28.56,31.44,0.02438,-5.836,0.0
28.58,29.62,0.043,-5.395,0.0
28.6,32.16,0.033,-6.0,0.0
28.6,32.06,0.0204,-5.99,0.0
28.61,31.89,0.02213,-5.945,0.0
28.62,31.92,0.03442,-5.93,0.0
28.62,31.64,0.02197,-5.88,0.0
28.64,30.06,0.03235,-5.508,0.0
28.66,30.4,0.05542,-5.54,0.0
28.66,31.97,0.02963,-5.953,0.0
28.67,31.9,0.0226,-5.94,0.0
28.69,32.03,0.0248,-5.965,0.0
28.69,32.03,0.02753,-5.97,0.0
28.7,35.1,0.03583,-6.67,0.0
28.7,31.1,0.04532,-5.707,0.0
28.72,28.3,0.004353,-5.17,0.0
28.73,33.1,0.03342,-6.21,0.0
28.73,32.1,0.01108,-5.992,0.0
28.75,31.11,0.04144,-5.72,0.0
28.77,32.38,0.02225,-6.05,0.0
28.77,32.47,0.02512,-6.066,0.0
28.78,33.44,0.03616,-6.277,0.0
28.8,32.38,0.04413,-6.004,0.0
28.8,32.62,0.03072,-6.105,0.0
28.81,32.72,0.03387,-6.12,0.0
28.81,30.66,0.02708,-5.637,0.0
28.83,32.7,0.02019,-6.12,0.0
28.84,33.88,0.0312,-6.402,0.0
28.84,33.88,0.03412,-6.383,0.0
28.86,33.0,0.03265,-6.184,0.0
28.88,31.3,0.02258,-5.78,0.0
28.88,31.36,0.02255,-5.797,0.0
28.89,31.39,0.02206,-5.805,0.0
28.9,33.22,0.02911,-6.23,0.0
28.9,33.16,0.02184,-6.227,0.0
28.92,32.5,0.03458,-6.066,0.0
28.94,33.9,0.03134,-6.406,0.0
28.94,33.28,0.02231,-6.254,0.0
28.95,33.28,0.02118,-6.258,0.0
28.95,33.4,0.02301,-6.28,0.0
28.97,33.4,0.0253,-6.285,0.0
28.98,33.4,0.01659,-6.29,0.0
28.98,34.2,0.02884,-6.47,0.0
29.0,33.72,0.03256,-6.35,0.0
29.02,32.62,0.02422,-6.08,0.0
29.02,33.75,0.03029,-6.38,0.0
29.03,32.94,0.0481,-6.105,0.0
29.05,33.78,0.02132,-6.37,0.0
29.05,32.4,0.0415,-6.008,0.0
29.06,33.56,0.04007,-6.277,0.0
29.06,33.88,0.0226,-6.395,0.0
29.08,33.97,0.02518,-6.414,0.0
29.1,33.25,0.04303,-6.195,0.0
29.1,31.95,0.0313,-5.926,0.0
29.11,34.4,0.03162,-6.516,0.0
29.12,34.16,0.0192,-6.457,0.0
29.12,34.5,0.01811,-6.566,0.0
29.14,35.84,0.0441,-6.812,0.0
29.16,34.44,0.04395,-6.48,0.0
29.16,34.3,0.02283,-6.5,0.0
29.17,31.75,0.0146,-5.902,0.0
29.19,34.47,0.02284,-6.53,0.0
29.19,34.38,0.01284,-6.516,0.0
29.2,34.56,0.02266,-6.555,0.0
29.2,34.6,0.02315,-6.56,0.0
29.22,34.9,0.02971,-6.633,0.0
29.23,33.53,0.04382,-6.258,0.0
29.23,33.78,0.03305,-6.35,0.0
29.25,34.88,0.0298,-6.62,0.0
29.27,34.94,0.02045,-6.66,0.0
29.27,37.06,0.03366,-7.133,0.0
29.28,34.94,0.02347,-6.645,0.0
29.3,35.0,0.0196,-6.656,0.0
29.3,35.06,0.02827,-6.67,0.0
29.31,35.16,0.03107,-6.688,0.0
29.31,35.03,0.02075,-6.668,0.0
29.33,35.28,0.03152,-6.715,0.0
29.34,35.3,0.0272,-6.727,0.0
29.34,35.25,0.02394,-6.72,0.0
29.36,35.38,0.03058,-6.742,0.0
29.38,36.03,0.0319,-6.887,0.0
29.38,35.47,0.02347,-6.76,0.0
29.39,36.8,0.02538,-7.086,0.0
29.4,35.53,0.02306,-6.78,0.0
29.4,35.97,0.02199,-6.887,0.0
29.42,35.6,0.0319,-6.797,0.0
29.44,34.44,0.03534,-6.496,0.0
29.44,35.75,0.02892,-6.83,0.0
29.45,33.44,0.003017,-6.355,0.0
29.45,31.78,0.006763,-5.938,0.0
29.47,35.84,0.01994,-6.855,0.0
29.48,36.25,0.03038,-6.95,0.0
29.48,36.03,0.031,-6.895,0.0
29.5,36.06,0.0206,-6.902,0.0
29.52,36.03,0.02762,-6.895,0.0
29.52,36.2,0.02968,-6.93,0.0
29.53,36.12,0.0248,-6.918,0.0
29.55,36.9,0.03198,-7.098,0.0
29.55,36.22,0.02457,-6.94,0.0
29.56,36.16,0.01214,-6.934,0.0
29.56,37.06,0.01956,-7.15,0.0
29.58,36.5,0.03099,-7.0,0.0
29.6,36.47,0.02788,-7.0,0.0
29.6,36.6,0.03107,-7.023,0.0
29.61,36.97,0.02776,-7.117,0.0
29.62,36.6,0.02264,-7.027,0.0
29.62,36.5,0.02025,-7.016,0.0
29.64,37.2,0.02701,-7.17,0.0
29.66,36.72,0.02695,-7.06,0.0
29.66,36.72,0.02258,-7.062,0.0
29.67,36.78,0.02179,-7.08,0.0
29.69,36.9,0.02965,-7.1,0.0
29.69,37.03,0.02327,-7.125,0.0
29.7,36.94,0.02242,-7.113,0.0
29.7,37.84,0.03418,-7.312,0.0
29.72,38.0,0.03375,-7.355,0.0
29.73,37.38,0.03415,-7.2,0.0
29.73,37.2,0.02336,-7.17,0.0
29.75,38.12,0.02884,-7.395,0.0
29.77,37.7,0.03262,-7.28,0.0
29.77,37.28,0.02177,-7.195,0.0
29.78,37.38,0.02039,-7.215,0.0
29.8,37.7,0.02719,-7.29,0.0
29.8,37.53,0.03038,-7.246,0.0
29.81,37.47,0.01454,-7.24,0.0
29.81,37.6,0.02657,-7.266,0.0
29.83,38.1,0.0317,-7.375,0.0
29.84,37.66,0.01973,-7.277,0.0
29.84,38.25,0.0314,-7.41,0.0
29.86,37.62,0.01138,-7.28,0.0
29.88,37.84,0.01837,-7.324,0.0
29.88,37.84,0.01854,-7.33,0.0
29.89,38.03,0.03035,-7.367,0.0
29.9,38.06,0.02196,-7.38,0.0
29.9,38.03,0.0264,-7.367,0.0
29.92,38.1,0.02641,-7.38,0.0
29.94,38.1,0.01493,-7.383,0.0
29.94,37.22,0.00367,-7.223,0.0
29.95,38.16,0.02603,-7.402,0.0
29.95,38.4,0.0304,-7.45,0.0
29.97,38.38,0.02946,-7.445,0.0
29.98,38.34,0.02362,-7.445,0.0
29.98,38.44,0.02461,-7.465,0.0
30.0,38.66,0.03061,-7.51,0.0
30.02,38.53,0.02914,-7.49,0.0
30.02,38.6,0.02692,-7.5,0.0
30.03,39.47,0.02417,-7.71,0.0
30.05,38.75,0.02977,-7.535,0.0
30.05,38.75,0.02,-7.535,0.0
30.06,38.8,0.02603,-7.55,0.0
30.06,38.8,0.02017,-7.555,0.0
30.08,38.72,0.0106,-7.54,0.0
30.1,38.94,0.02318,-7.582,0.0
30.1,39.0,0.02754,-7.6,0.0
30.11,39.0,0.02878,-7.594,0.0
30.12,39.06,0.015205,-7.613,0.0
30.12,39.94,0.02864,-7.82,0.0
30.14,39.34,0.03056,-7.668,0.0
30.16,39.12,0.01275,-7.633,0.0
30.16,39.3,0.0291,-7.668,0.0
30.17,39.3,0.01933,-7.67,0.0
30.19,39.28,0.01414,-7.668,0.0
30.19,39.78,0.02725,-7.797,0.0
30.2,39.5,0.02771,-7.715,0.0
30.2,40.78,0.0298,-8.03,0.0
30.22,39.53,0.02315,-7.723,0.0
30.23,41.72,0.0364,-8.23,0.0
30.23,39.75,0.02974,-7.773,0.0
30.25,38.28,0.00882,-7.438,0.0
30.27,38.44,0.01718,-7.457,0.0
30.27,39.72,0.03192,-7.75,0.0
30.28,38.88,0.03363,-7.55,0.0
30.3,40.22,0.03162,-7.883,0.0
30.3,38.75,0.0159,-7.55,0.0
30.31,37.88,0.03308,-7.312,0.0
30.31,38.88,0.0333,-7.547,0.0
30.33,37.4,0.001082,-7.277,0.0
30.34,40.28,0.03345,-7.887,0.0
30.34,38.22,0.03217,-7.39,0.0
30.36,38.94,0.012634,-7.594,0.0
30.38,40.16,0.03568,-7.85,0.0
30.38,39.72,0.0322,-7.75,0.0
30.39,40.44,0.02173,-7.94,0.0
30.4,39.12,0.015526,-7.633,0.0
30.4,38.16,0.007015,-7.414,0.0
30.42,40.5,0.02611,-7.96,0.0
30.44,37.97,0.002977,-7.38,0.0
30.44,39.47,0.01549,-7.707,0.0
30.45,39.6,0.01509,-7.742,0.0
30.45,39.72,0.006504,-7.79,0.0
30.47,94.8,0.0433,-21.08,0.0
30.48,40.9,0.01614,-8.055,0.0
30.48,42.22,0.02882,-8.37,0.0
30.5,39.53,0.006824,-7.742,0.0
30.52,39.72,0.03354,-7.746,0.0
30.52,39.8,0.002586,-7.836,0.0
30.53,38.34,0.0113,-7.47,0.0
30.55,40.6,0.03195,-7.97,0.0
30.55,40.25,0.01913,-7.89,0.0
30.56,38.44,0.03397,-7.438,0.0
30.56,39.88,0.02493,-7.785,0.0
30.58,40.5,0.02217,-7.93,0.0
30.6,42.72,0.02942,-8.49,0.0
30.6,39.78,0.0173,-7.793,0.0
30.61,41.44,0.01291,-8.19,0.0
30.62,41.6,0.02803,-8.22,0.0
30.62,40.7,0.02882,-7.996,0.0
30.64,41.62,0.0211,-8.23,0.0
30.66,41.7,0.02377,-8.24,0.0
30.66,41.8,0.02522,-8.27,0.0
30.67,41.94,0.02875,-8.3,0.0
30.69,41.88,0.02785,-8.29,0.0
30.69,41.9,0.02888,-8.3,0.0
30.7,42.0,0.02806,-8.31,0.0
30.7,42.06,0.02663,-8.33,0.0
30.72,42.03,0.02078,-8.33,0.0
30.73,42.12,0.02771,-8.34,0.0
30.73,42.16,0.01639,-8.36,0.0
30.75,42.22,0.0274,-8.37,0.0
30.77,42.16,0.01146,-8.36,0.0
30.77,42.22,0.02072,-8.375,0.0
30.78,42.75,0.01973,-8.51,0.0
30.8,42.53,0.02896,-8.44,0.0
30.8,41.97,0.0299,-8.305,0.0
30.81,42.53,0.01886,-8.445,0.0
30.81,42.56,0.02744,-8.45,0.0
30.83,42.6,0.02403,-8.46,0.0
30.84,42.72,0.028,-8.49,0.0
30.84,42.75,0.02594,-8.5,0.0
30.86,42.78,0.02895,-8.5,0.0
30.88,42.94,0.0286,-8.54,0.0
30.88,42.88,0.02036,-8.53,0.0
30.89,42.9,0.02144,-8.54,0.0
30.9,42.94,0.02158,-8.55,0.0
30.9,42.9,0.010544,-8.54,0.0
30.92,43.0,0.01252,-8.56,0.0
30.94,43.12,0.01959,-8.59,0.0
30.94,43.16,0.02339,-8.59,0.0
30.95,43.25,0.01869,-8.62,0.0
30.95,43.22,0.01767,-8.62,0.0
30.97,43.28,0.02,-8.625,0.0
30.98,43.25,0.0153,-8.625,0.0
30.98,43.4,0.01949,-8.66,0.0
31.0,43.4,0.02339,-8.66,0.0
31.02,43.7,0.03032,-8.72,0.0
31.02,43.62,0.02742,-8.71,0.0
31.03,43.56,0.02237,-8.695,0.0
31.05,43.66,0.02509,-8.72,0.0
31.05,43.75,0.02397,-8.74,0.0
31.06,43.78,0.02705,-8.75,0.0
31.06,43.8,0.01779,-8.75,0.0
31.08,43.75,0.02548,-8.75,0.0
31.1,43.94,0.02252,-8.78,0.0
31.1,44.0,0.02597,-8.805,0.0
31.11,44.06,0.02734,-8.82,0.0
31.12,44.06,0.02098,-8.82,0.0
31.12,43.25,0.02864,-8.62,0.0
31.14,44.5,0.03125,-8.914,0.0
31.16,44.25,0.02718,-8.87,0.0
31.16,44.25,0.01646,-8.87,0.0
31.17,44.3,0.02686,-8.88,0.0
31.19,45.84,0.03032,-9.24,0.0
31.19,44.44,0.02849,-8.91,0.0
31.2,44.47,0.0211,-8.92,0.0
31.2,44.5,0.02667,-8.92,0.0
31.22,44.6,0.02695,-8.945,0.0
31.23,44.62,0.0174,-8.95,0.0
31.23,44.7,0.02686,-8.97,0.0
31.25,44.78,0.01767,-8.99,0.0
31.27,45.44,0.0283,-9.15,0.0
31.27,45.34,0.02892,-9.12,0.0
31.28,44.88,0.01668,-9.016,0.0
31.3,44.97,0.02075,-9.04,0.0
31.3,44.97,0.01973,-9.04,0.0
31.31,45.03,0.01863,-9.055,0.0
31.31,45.1,0.01804,-9.07,0.0
31.33,44.97,0.009514,-9.05,0.0
31.34,45.16,0.02614,-9.086,0.0
31.34,45.12,0.01062,-9.08,0.0
31.36,45.3,0.02686,-9.125,0.0
31.38,45.3,0.0229,-9.125,0.0
31.38,46.3,0.0285,-9.36,0.0
31.39,45.44,0.01643,-9.15,0.0
31.4,45.5,0.02687,-9.17,0.0
31.4,45.6,0.0262,-9.19,0.0
31.42,45.56,0.0162,-9.18,0.0
31.44,45.62,0.0236,-9.2,0.0
31.44,45.66,0.01595,-9.21,0.0
31.45,45.4,0.0044,-9.16,0.0
31.45,45.78,0.02657,-9.24,0.0
31.47,45.97,0.02762,-9.27,0.0
31.48,45.44,0.003233,-9.17,0.0
31.48,45.97,0.0266,-9.28,0.0
31.5,45.66,0.004776,-9.22,0.0
31.52,46.06,0.02194,-9.305,0.0
31.52,45.84,0.006786,-9.266,0.0
31.53,47.5,0.02922,-9.66,0.0
31.55,46.22,0.02663,-9.34,0.0
31.55,46.22,0.02594,-9.34,0.0
31.56,46.34,0.02682,-9.375,0.0
31.56,46.38,0.0221,-9.38,0.0
31.58,46.97,0.02992,-9.52,0.0
31.6,46.47,0.02821,-9.41,0.0
31.6,46.5,0.02065,-9.414,0.0
31.61,46.56,0.02625,-9.43,0.0
31.62,46.6,0.01863,-9.44,0.0
31.62,46.53,0.01151,-9.42,0.0
